interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;measure_1;0;0.73;0;10;-45324462#1;0;0;0.73;10;0.35;30.41;304.13;3.99;217.10;29.15;184.00
0.00;3600.00;measure_1;1;0.28;0;9;-45324462#2;0;0;0.28;8;0.12;3.56;32.02;10.33;8.75;3.17;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-45324462#3;0;0;0.03;1;0.01;1.40;1.40;14.39;0.03;1.05;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-45324462#4;0;0;0.03;1;0.01;4.98;4.98;11.65;1.03;4.62;0.00
0.00;3600.00;measure_1;0;;0;0;-45324462#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.19;0;6;-45324464#0;0;0;0.19;6;0.08;5.76;34.53;9.87;8.93;5.02;0.00
0.00;3600.00;measure_1;0;0.12;0;4;-45324464#1;0;0;0.12;4;0.05;3.52;14.08;10.74;3.45;3.14;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-45324464#3;0;0;0.05;2;0.02;7.87;15.73;12.18;2.05;7.48;0.00
0.00;3600.00;measure_1;0;3.76;1;1;-45324464#4;0;0;3.76;2;0.07;1.38;2.71;3.77;1.98;0.07;0.00
0.00;3600.00;measure_1;0;;0;0;-45324466;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;0;2;-45324468#0;0;0;0.12;2;0.04;2.88;5.76;6.35;1.74;2.00;0.00
0.00;3600.00;measure_1;0;;0;0;-45324468#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.39;1;1;-45324469;0;0;0.39;2;0.08;2.60;4.22;3.09;3.31;1.05;0.00
0.00;3600.00;measure_1;2;0.13;0;12;-45330622#8;0;0;0.13;10;0.06;62.59;751.10;25.91;24.34;62.29;0.00
0.00;3600.00;measure_1;0;0.26;0;12;-45330622#9;0;0;0.26;12;0.12;7.37;88.46;13.57;43.80;7.13;0.00
0.00;3600.00;measure_1;0;;0;0;-45330626#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.07;0;1;-45330626#2;0;0;0.07;0;0.02;2.72;1.51;4.01;1.05;1.47;0.00
0.00;3600.00;measure_1;0;0.36;1;1;-45330692#0;0;0;0.36;2;0.08;2.55;4.11;3.21;2.14;0.60;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-45330692#1;0;0;0.02;1;0.01;2.94;2.94;13.41;0.34;2.45;0.00
0.00;3600.00;measure_1;0;0.06;0;2;-45330692#2;0;0;0.06;2;0.03;4.29;8.57;10.40;2.28;3.72;0.00
0.00;3600.00;measure_1;0;;0;0;-45379038;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.11;2;0;-45379054;0;0;0.11;2;0.05;6.10;10.16;5.00;5.36;5.42;0.00
0.00;3600.00;measure_1;0;;0;0;-45379059;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;0;3;-45379091#0;0;0;0.12;3;0.06;10.49;31.47;7.34;6.17;9.73;0.00
0.00;3600.00;measure_1;0;;0;0;-45379091#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.06;0;2;-45379095#0;0;0;0.06;2;0.03;6.52;13.05;9.74;4.02;5.85;0.00
0.00;3600.00;measure_1;0;0.13;0;1;-45379095#1;0;0;0.13;1;0.03;2.07;2.07;4.63;1.48;1.16;0.00
0.00;3600.00;measure_1;0;;0;0;-45379100;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45379112#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45379114;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.03;0;1;-45379117#1;0;0;0.03;0;0.02;7.07;6.50;8.26;1.31;6.47;0.00
0.00;3600.00;measure_1;0;;0;0;-45379123#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.05;0;1;-45379123#1;0;0;0.05;0;0.02;5.47;5.36;6.83;1.16;4.83;0.00
0.00;3600.00;measure_1;0;;0;0;-45392333#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45392333#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45392333#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-45392335#0;0;0;0.05;2;0.03;9.95;19.91;10.64;2.48;9.20;0.00
0.00;3600.00;measure_1;0;0.11;0;3;-45392335#1;0;0;0.11;3;0.04;5.92;17.75;8.76;5.34;5.05;0.00
0.00;3600.00;measure_1;0;;0;0;-45394883#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45394883#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45396209#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45396209#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.32;1;8;-45396212;0;0;0.32;9;0.14;5.48;48.74;8.55;13.92;4.69;0.00
0.00;3600.00;measure_1;0;0.09;0;2;-45396213#0;0;0;0.09;2;0.04;5.51;11.01;6.80;4.48;4.69;0.00
0.00;3600.00;measure_1;0;0.80;0;21;-45396213#1;0;0;0.80;21;0.37;14.89;312.69;7.61;112.74;13.13;0.00
0.00;3600.00;measure_1;0;0.71;0;22;-45396213#2;0;0;0.71;22;0.33;6.53;143.67;9.35;41.50;5.88;0.00
0.00;3600.00;measure_1;0;0.70;0;25;-4542896#1;0;0;0.70;25;0.32;7.07;176.79;10.67;22.71;6.40;0.00
0.00;3600.00;measure_1;0;22.33;0;506;-4542898#0;0;0;22.33;505;10.94;24.75;12523.40;6.50;9319.10;24.09;3655.00
0.00;3600.00;measure_1;0;;0;0;-4542910#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-4542910#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;2;-4542913#0;0;0;0.05;2;0.02;9.77;19.54;12.50;1.01;9.37;0.00
0.00;3600.00;measure_1;0;0.06;2;0;-4542913#3;0;0;0.06;2;0.03;11.33;21.56;9.23;6.45;10.95;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-4542914#1;0;0;0.05;2;0.02;7.79;15.58;12.17;2.71;7.08;0.00
0.00;3600.00;measure_1;0;0.04;0;2;-4542914#3;0;0;0.04;2;0.02;5.48;10.97;15.31;0.40;5.15;0.00
0.00;3600.00;measure_1;0;;0;0;-4542915;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;119;2.73;0;120;-4542916#1;0;0;2.73;0;1.27;4.75;556.19;12.98;35.72;4.37;0.00
0.00;3600.00;measure_1;0;0.29;1;10;-4542921#1;0;0;0.29;11;0.14;9.19;100.63;10.91;20.45;8.46;0.00
0.00;3600.00;measure_1;0;0.42;0;15;-4542921#10;0;0;0.42;15;0.18;3.81;57.21;11.31;7.92;3.22;0.00
0.00;3600.00;measure_1;0;0.37;0;15;-4542921#11;0;0;0.37;15;0.16;3.70;55.55;12.70;4.22;3.31;0.00
0.00;3600.00;measure_1;0;0.25;0;10;-4542921#2;0;0;0.25;10;0.11;2.69;26.92;13.07;1.48;2.32;0.00
0.00;3600.00;measure_1;0;0.25;0;11;-4542921#3;0;0;0.25;11;0.12;7.84;86.21;13.11;4.78;7.42;0.00
0.00;3600.00;measure_1;1;0.29;1;12;-4542921#8;0;0;0.29;12;0.14;14.17;183.82;12.78;16.84;13.79;0.00
0.00;3600.00;measure_1;0;48.26;0;356;-4543272;0;0;48.26;340;23.82;59.24;20557.16;2.08;17306.81;58.28;11548.00
0.00;3600.00;measure_1;0;0.04;0;1;-4550177;0;0;0.04;1;0.02;6.02;6.02;7.44;2.61;5.27;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-4550179#0;0;0;0.02;1;0.01;12.03;12.03;14.49;0.60;11.70;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-4550179#1;0;0;0.02;1;0.01;5.80;5.80;14.39;0.33;5.45;0.00
0.00;3600.00;measure_1;0;0.25;0;6;-4550187#1;0;0;0.25;6;0.11;5.86;35.17;7.60;5.00;5.16;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-4550187#11;0;0;0.04;1;0.02;14.76;14.76;8.10;1.53;14.15;0.00
0.00;3600.00;measure_1;0;0.28;1;5;-4550187#2;0;0;0.28;6;0.12;5.12;29.95;6.68;7.28;4.42;0.00
0.00;3600.00;measure_1;0;0.07;0;2;-4550187#5;0;0;0.07;2;0.04;21.34;42.69;7.90;3.64;20.71;0.00
0.00;3600.00;measure_1;0;0.08;0;2;-4550187#8;0;0;0.08;2;0.04;5.84;11.67;7.47;1.58;5.16;0.00
0.00;3600.00;measure_1;0;0.10;0;2;-4550187#9;0;0;0.10;2;0.04;3.85;7.69;7.03;1.43;3.13;0.00
0.00;3600.00;measure_1;1;4.85;0;157;-4550191#1;0;0;2.43;156;1.13;9.63;1511.43;9.51;375.67;8.95;0.00
0.00;3600.00;measure_1;1;0.03;0;1;-4550194#1;0;0;0.03;0;0.01;14.60;14.22;10.90;2.75;14.15;0.00
0.00;3600.00;measure_1;0;0.02;0;1;-4550195#3;0;0;0.02;1;0.01;3.96;3.96;12.69;0.16;3.57;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-4550195#4;0;0;0.03;1;0.01;6.38;6.38;11.05;1.05;5.97;0.00
0.00;3600.00;measure_1;0;;0;0;-4550195#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-4554180#0;0;0;0.04;1;0.02;7.16;7.16;8.27;2.79;6.42;0.00
0.00;3600.00;measure_1;0;;0;0;-4554180#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;0;1;-4554180#5;0;0;0.02;1;0.01;13.13;13.13;11.73;1.23;12.27;0.00
0.00;3600.00;measure_1;0;1.41;0;39;-4554180#9;0;0;1.41;39;0.65;13.02;507.93;8.05;178.06;11.71;0.00
0.00;3600.00;measure_1;0;0.05;1;0;-4554181;0;0;0.05;1;0.02;9.00;8.13;5.84;3.84;7.91;0.00
0.00;3600.00;measure_1;0;;0;0;-4555306#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.15;1;2;-4555306#3;0;0;0.15;3;0.06;5.69;16.26;6.28;4.26;4.99;0.00
0.00;3600.00;measure_1;5;0.32;0;5;-4555306#4;0;0;0.32;0;0.11;3.17;12.92;5.17;5.14;2.32;0.00
0.00;3600.00;measure_1;0;;0;0;-4555307#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;0;3;-4555307#5;0;0;0.12;3;0.06;21.13;63.40;7.38;8.07;20.36;0.00
0.00;3600.00;measure_1;0;;0;0;-456185035#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.90;0;51;-456778749#0;0;0;1.90;51;0.82;4.67;238.21;8.53;55.97;3.78;0.00
0.00;3600.00;measure_1;0;1.80;0;54;-456778749#1;0;0;1.80;54;0.64;1.46;78.94;11.77;8.28;1.02;0.00
0.00;3600.00;measure_1;0;1.40;1;58;-456778749#2;0;0;1.40;59;0.67;12.92;762.15;12.12;67.80;12.47;0.00
0.00;3600.00;measure_1;0;0.55;0;14;-4570967;0;0;0.55;14;0.26;9.02;126.34;7.62;76.81;8.15;41.00
0.00;3600.00;measure_1;0;5.03;0;89;-4570969#0;0;0;5.03;89;2.28;6.47;575.80;5.69;382.44;5.62;126.00
0.00;3600.00;measure_1;0;1.31;0;88;-4570969#1;0;0;1.31;88;0.64;11.33;997.42;19.07;121.99;10.98;29.00
0.00;3600.00;measure_1;0;0.02;0;1;-4570970#2;0;0;0.02;1;0.01;12.83;12.83;13.12;0.52;12.38;0.00
0.00;3600.00;measure_1;0;0.64;0;23;-4570971;0;0;0.64;23;0.28;4.16;95.66;11.16;20.53;3.77;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-4570972#1;0;0;0.03;1;0.01;14.51;14.51;10.42;1.80;13.83;0.00
0.00;3600.00;measure_1;0;2.13;0;86;-4571205#0;0;0;2.13;83;1.03;13.18;1112.84;11.38;167.99;12.73;0.00
0.00;3600.00;measure_1;0;2.31;0;86;-4571205#1;0;0;2.31;86;1.04;4.51;387.75;11.47;56.40;4.07;0.00
0.00;3600.00;measure_1;0;2.29;0;88;-4571205#3;0;0;2.29;87;1.06;6.01;523.63;11.41;78.00;5.57;0.00
0.00;3600.00;measure_1;0;2.29;1;86;-4571205#4;0;0;2.29;86;1.05;5.29;458.23;11.44;67.20;4.85;0.00
0.00;3600.00;measure_1;0;2.12;0;89;-4571205#5;0;0;2.12;86;1.03;15.31;1332.75;11.72;168.76;14.88;0.00
0.00;3600.00;measure_1;0;2.27;1;90;-4571205#6;0;0;2.27;90;1.07;10.27;924.55;11.53;128.29;9.83;0.00
0.00;3600.00;measure_1;0;0.05;0;1;-45767319;0;0;0.05;1;0.02;4.63;4.63;6.20;2.17;4.00;0.00
0.00;3600.00;measure_1;2;0.80;0;3;-45767320#0;0;0;0.80;1;0.09;1.57;3.98;4.06;2.14;0.33;0.00
0.00;3600.00;measure_1;0;;0;0;-45767320#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;0;2;-45767321#0;0;0;0.08;2;0.03;6.22;12.44;7.96;2.67;5.19;0.00
0.00;3600.00;measure_1;0;0.71;0;1;-45767321#1;0;0;0.71;1;0.04;1.53;1.53;3.65;0.95;0.20;0.00
0.00;3600.00;measure_1;1;1.92;1;1;-45767322;0;0;1.92;1;0.05;1.73;1.72;3.03;1.06;0.10;0.00
0.00;3600.00;measure_1;0;0.06;1;0;-45767327#0;0;0;0.06;1;0.03;6.20;5.09;4.58;3.23;5.60;0.00
0.00;3600.00;measure_1;0;;0;0;-45767327#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;1.34;0;1;-45767328;0;0;1.34;0;0.03;1.38;0.96;3.77;0.73;0.05;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-45767330#0;0;0;0.04;1;0.02;3.83;3.83;8.16;1.32;3.29;0.00
0.00;3600.00;measure_1;0;;0;0;-45767330#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.31;1;0;-45767332;0;0;2.31;1;0.05;1.73;1.66;3.00;1.07;;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-45767333#0;0;0;0.04;1;0.02;3.88;3.88;7.61;1.37;3.19;0.00
0.00;3600.00;measure_1;0;;0;0;-45767333#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.17;1;3;-45767334;0;0;0.17;4;0.08;5.80;22.48;7.09;10.73;5.08;0.00
0.00;3600.00;measure_1;0;;0;0;-45767335#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.03;0;1;-45767335#1;0;0;0.03;0;0.01;3.54;3.37;9.24;1.12;3.07;0.00
0.00;3600.00;measure_1;0;0.06;0;2;-45767335#2;0;0;0.06;2;0.03;4.89;9.79;10.09;2.04;4.24;0.00
0.00;3600.00;measure_1;0;;0;0;-45767335#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;6.04;0;2;-45767336;0;0;6.04;2;0.06;1.09;2.18;4.69;0.98;0.03;0.00
0.00;3600.00;measure_1;0;1.41;0;1;-45767337;0;0;1.41;1;0.03;1.01;1.01;5.13;0.37;0.06;0.00
0.00;3600.00;measure_1;0;0.11;1;1;-45767338#0;0;0;0.11;2;0.05;4.81;8.74;5.81;4.47;4.11;0.00
0.00;3600.00;measure_1;0;;0;0;-45767338#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;1;0;-45767339;0;0;0.12;1;0.03;3.67;1.91;2.62;1.41;;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-45767340#0;0;0;0.04;1;0.02;4.25;4.25;7.92;1.75;3.63;0.00
0.00;3600.00;measure_1;0;;0;0;-45767340#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.26;1;0;-45767344;0;0;0.26;1;0.04;2.31;1.70;2.94;1.13;;0.00
0.00;3600.00;measure_1;0;0.25;0;6;-45767345#0;0;0;0.25;6;0.11;6.01;36.07;7.42;14.80;5.08;2.00
0.00;3600.00;measure_1;0;0.10;1;1;-45767345#1;0;0;0.10;2;0.04;3.92;7.05;6.44;3.28;3.38;0.00
0.00;3600.00;measure_1;0;0.33;0;1;-45767345#2;0;0;0.33;1;0.03;1.21;1.21;4.97;0.66;0.22;0.00
0.00;3600.00;measure_1;1;0.47;0;1;-45767346;0;0;0.47;0;0.01;1.51;0.34;3.45;0.25;0.06;0.00
0.00;3600.00;measure_1;0;0.20;1;5;-45767349#0;0;0;0.20;6;0.09;5.31;31.28;9.12;9.85;4.62;0.00
0.00;3600.00;measure_1;0;0.14;0;4;-45767349#1;0;0;0.14;4;0.05;2.15;8.60;10.40;2.56;1.72;0.00
0.00;3600.00;measure_1;0;0.04;1;0;-45767349#4;0;0;0.04;1;0.02;6.97;6.28;7.44;3.30;6.64;0.00
0.00;3600.00;measure_1;0;;0;0;-45767349#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767350;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.15;1;2;-45767351#0;0;0;0.15;3;0.07;5.53;15.78;6.30;8.30;4.82;0.00
0.00;3600.00;measure_1;0;0.09;1;0;-45767351#1;0;0;0.09;1;0.04;4.56;2.90;3.08;2.03;4.29;0.00
0.00;3600.00;measure_1;0;;0;0;-45767353;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767412;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-45767413;0;0;0.04;1;0.02;7.78;7.78;6.89;3.70;6.53;0.00
0.00;3600.00;measure_1;0;;0;0;-45767414#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767414#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767415;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-45767416#0;0;0;0.04;1;0.02;6.32;6.32;7.78;2.11;5.49;0.00
0.00;3600.00;measure_1;0;;0;0;-45767416#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767416#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767417;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.10;0;3;-45767419#0;0;0;0.10;3;0.04;5.48;16.43;9.52;5.25;4.77;0.00
0.00;3600.00;measure_1;0;0.05;0;2;-45767419#3;0;0;0.05;2;0.02;7.65;15.31;11.09;3.35;7.29;0.00
0.00;3600.00;measure_1;0;;0;0;-45767419#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.29;2;0;-45767420;0;0;0.29;2;0.08;3.20;3.74;2.67;2.25;;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-45767421#0;0;0;0.04;1;0.02;5.72;5.72;7.10;2.51;4.96;0.00
0.00;3600.00;measure_1;0;;0;0;-45767421#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.08;1;1;-45767422#0;0;0;0.08;1;0.03;7.01;13.26;7.63;5.63;6.40;0.00
0.00;3600.00;measure_1;0;;0;0;-45767422#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.32;0;7;-45767423#0;0;0;0.32;7;0.14;5.12;35.87;7.02;15.23;4.17;3.00
0.00;3600.00;measure_1;0;0.30;0;6;-45767423#2;0;0;0.30;6;0.12;3.01;18.04;7.27;8.88;2.33;0.00
0.00;3600.00;measure_1;0;0.05;1;1;-45767423#4;0;0;0.05;2;0.03;6.80;13.13;10.63;3.81;6.45;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-45767423#5;0;0;0.04;1;0.02;4.11;4.11;8.62;1.63;3.68;0.00
0.00;3600.00;measure_1;0;;0;0;-45767424#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-45767424#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.37;0;10;-4586342;0;0;0.37;10;0.18;24.93;249.32;7.76;91.14;23.16;0.00
0.00;3600.00;measure_1;0;;0;0;-4586344#8;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;0;1;-4586582#1;0;0;0.02;1;0.01;117.08;117.08;11.39;5.90;116.62;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-4586582#2;0;0;0.04;1;0.02;4.28;4.28;7.96;1.44;3.84;0.00
0.00;3600.00;measure_1;0;;0;0;-4602945;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-4602946;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.04;0;1;-4602947#0;0;0;0.04;0;0.01;2.86;2.76;9.28;0.99;2.39;0.00
0.00;3600.00;measure_1;0;0.04;0;1;-4602961#0;0;0;0.04;1;0.01;2.57;2.57;9.32;0.65;1.99;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-4602961#1;0;0;0.03;1;0.01;8.89;8.89;9.54;2.47;8.34;0.00
0.00;3600.00;measure_1;0;;0;0;-4602962;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-462826920#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-46335241#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;0;1;-46335242#0;0;0;0.05;1;0.02;4.44;4.44;6.90;1.47;3.54;0.00
0.00;3600.00;measure_1;0;;0;0;-46335242#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.15;0;1;-46335243;0;0;0.15;1;0.02;1.45;1.45;5.29;0.87;0.61;0.00
0.00;3600.00;measure_1;3;0.10;0;3;-46335246#0;0;0;0.10;0;0.04;2.13;6.17;10.09;1.65;1.69;0.00
0.00;3600.00;measure_1;0;5.01;0;3;-46335246#1;0;0;5.01;3;0.10;1.20;3.61;4.32;2.47;0.06;0.00
0.00;3600.00;measure_1;1;0.41;0;1;-46335247;0;0;0.41;0;0.02;1.76;0.82;3.16;0.63;0.18;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-46335248#0;0;0;0.03;1;0.01;6.83;6.83;9.68;1.97;6.06;0.00
0.00;3600.00;measure_1;0;;0;0;-46335248#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;-46335249;0;0;0.04;1;0.02;7.48;7.48;7.90;3.21;6.69;0.00
0.00;3600.00;measure_1;0;0.07;0;2;-46335250;0;0;0.07;2;0.03;9.49;18.98;8.28;6.79;8.60;0.00
0.00;3600.00;measure_1;0;;0;0;-46335251;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-46335252;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.29;0;7;-46335253#0;0;0;0.29;6;0.13;6.78;47.41;7.55;7.44;5.96;0.00
0.00;3600.00;measure_1;0;0.19;0;5;-46335253#2;0;0;0.19;5;0.09;14.73;73.67;7.85;9.42;13.94;0.00
0.00;3600.00;measure_1;0;0.04;1;0;-46335254;0;0;0.04;1;0.02;10.79;10.14;7.78;4.45;10.18;0.00
0.00;3600.00;measure_1;0;;0;0;-46335255;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;1;0;-46335257#2;0;0;0.04;1;0.02;13.14;12.36;6.60;1.97;12.42;0.00
0.00;3600.00;measure_1;0;;0;0;-46335257#3;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-46335258#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;2;0.08;0;2;-46335258#1;0;0;0.08;0;0.04;6.26;11.88;7.18;2.59;5.62;0.00
0.00;3600.00;measure_1;0;0.68;0;19;-4639819#0;0;0;0.68;19;0.31;7.41;140.77;8.43;42.84;6.47;15.00
0.00;3600.00;measure_1;0;0.59;0;19;-4639819#1;0;0;0.59;19;0.23;2.18;41.41;11.22;6.89;1.77;0.00
0.00;3600.00;measure_1;0;0.04;1;1;-466365884#3;0;0;0.04;2;0.02;64.94;129.54;14.75;9.17;64.50;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-466365885#1;0;0;0.03;1;0.01;28.82;28.82;11.12;1.65;28.38;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-466365885#10;0;0;0.03;1;0.01;50.93;50.93;11.10;2.68;50.47;0.00
0.00;3600.00;measure_1;0;0.22;0;6;-4686511#10;0;0;0.22;6;0.10;9.07;54.43;8.29;4.36;8.48;0.00
0.00;3600.00;measure_1;0;0.14;0;4;-4686511#12;0;0;0.14;4;0.07;9.23;36.91;8.46;2.65;8.64;0.00
0.00;3600.00;measure_1;1;0.31;0;8;-4686511#3;0;0;0.31;7;0.15;10.36;82.87;7.55;12.56;9.60;0.00
0.00;3600.00;measure_1;0;0.20;0;6;-4686511#9;0;0;0.20;6;0.10;35.30;211.82;8.34;15.72;34.72;0.00
0.00;3600.00;measure_1;0;1.59;0;35;-4686512;0;0;1.59;35;0.75;14.53;508.58;6.45;132.53;13.78;0.00
0.00;3600.00;measure_1;0;;0;0;-4686513#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-4686513#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-4686513#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;35.38;0;197;-4686516#0;0;0;35.38;197;13.35;6.50;1281.40;2.32;1124.69;5.67;707.00
0.00;3600.00;measure_1;0;11.43;0;197;-4686516#1;0;0;11.43;197;5.57;19.19;3781.16;5.05;2906.51;18.57;1470.00
0.00;3600.00;measure_1;0;2.71;0;96;-4686563#2;0;0;2.71;96;1.18;4.12;395.78;11.05;141.14;3.43;1.00
0.00;3600.00;measure_1;0;0.04;0;1;-4686564#4;0;0;0.04;1;0.02;38.51;38.51;7.24;4.17;37.78;0.00
0.00;3600.00;measure_1;0;;0;0;-4686564#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;-4686564#6;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.23;0;4;-4686565#3;0;0;0.23;4;0.11;41.23;164.93;4.91;109.29;39.51;86.00
0.00;3600.00;measure_1;0;;0;0;-4686567#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;18;0.41;0;18;-4686567#5;0;0;0.41;0;0.20;26.49;475.25;12.49;67.66;26.12;0.00
0.00;3600.00;measure_1;0;0.03;0;1;-4686568#5;0;0;0.03;1;0.01;24.73;24.73;9.54;8.76;22.66;4.00
0.00;3600.00;measure_1;0;3.70;0;69;-4686601#3;0;0;3.70;30;1.84;100.30;5521.75;4.19;4444.85;99.09;3877.00
0.00;3600.00;measure_1;0;0.53;0;25;-4686601#4;0;0;0.53;25;0.25;6.30;157.56;13.94;54.07;6.01;0.00
0.00;3600.00;measure_1;0;;0;0;-4697612;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;5.37;0;213;-4697613#2;0;0;5.37;213;2.63;31.20;6645.97;11.17;1299.90;30.42;61.00
0.00;3600.00;measure_1;0;0.18;1;3;-4697663;0;0;0.18;4;0.07;3.32;12.57;7.22;5.09;2.40;0.00
0.00;3600.00;measure_1;0;1.82;0;73;-4697881#1;0;0;1.82;73;0.82;5.66;412.87;12.01;139.65;4.77;0.00
