interval_begin;interval_end;interval_id;edge_arrived;edge_density;edge_departed;edge_entered;edge_id;edge_laneChangedFrom;edge_laneChangedTo;edge_laneDensity;edge_left;edge_occupancy;edge_overlapTraveltime;edge_sampledSeconds;edge_speed;edge_timeLoss;edge_traveltime;edge_waitingTime
0.00;3600.00;measure_1;0;0.05;0;2;175877891#0;1;1;0.03;2;0.01;5.26;10.52;11.33;0.84;4.81;0.00
0.00;3600.00;measure_1;0;0.03;0;1;175877891#2;0;0;0.01;1;0.01;25.58;25.58;11.28;1.41;25.13;0.00
0.00;3600.00;measure_1;0;0.05;0;1;175877891#4;0;0;0.03;1;0.01;42.81;42.81;5.67;22.02;41.36;16.00
0.00;3600.00;measure_1;0;0.64;0;5;175877894#0;0;0;0.21;5;0.11;57.22;286.11;2.24;238.12;55.79;218.00
0.00;3600.00;measure_1;0;;0;0;176169884;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.23;0;157;176488080#1;0;0;2.23;157;1.09;13.21;2074.48;19.95;203.54;12.96;0.00
0.00;3600.00;measure_1;8;0.18;0;8;176488081#1;0;0;0.18;0;0.09;13.77;109.31;12.68;9.90;13.39;0.00
0.00;3600.00;measure_1;0;0.37;0;11;176488081#7;0;0;0.37;11;0.17;13.08;143.93;8.72;52.63;12.14;20.00
0.00;3600.00;measure_1;0;1.81;0;26;176968955;0;0;1.81;26;0.55;2.24;58.14;6.22;37.66;1.61;0.00
0.00;3600.00;measure_1;0;9.69;0;356;176968958;0;0;9.69;356;4.73;27.26;9704.86;10.39;1962.44;26.46;0.00
0.00;3600.00;measure_1;1;0.03;0;1;179066527#0;0;0;0.03;0;0.01;199.26;199.26;10.88;10.70;198.82;0.00
0.00;3600.00;measure_1;0;;0;0;179066535#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;182090171#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.01;0;1;182090173;0;0;0.01;1;0.01;4.27;4.27;23.22;1.13;4.10;0.00
0.00;3600.00;measure_1;1;0.01;0;1;182090174#1;0;0;0.01;0;0.00;3.94;3.94;30.41;0.14;3.77;0.00
0.00;3600.00;measure_1;0;2.69;0;31;184905265;0;0;2.69;31;0.58;1.18;36.67;7.42;10.31;0.51;0.00
0.00;3600.00;measure_1;0;1.04;0;9;184905268;0;0;1.04;9;0.17;1.02;9.22;7.29;4.32;0.36;0.00
0.00;3600.00;measure_1;0;20.40;0;129;184905269;0;0;20.40;129;3.52;1.37;176.26;5.41;86.39;0.59;21.00
0.00;3600.00;measure_1;0;;0;0;184905272;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;184905273;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;184905275;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;184905276;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;17;0.32;0;20;185054624#2;0;0;0.32;3;0.13;1.06;20.99;21.92;3.27;0.79;0.00
0.00;3600.00;measure_1;0;0.02;0;2;185054624#3;0;0;0.02;2;0.01;47.38;94.75;27.23;3.54;47.02;0.00
0.00;3600.00;measure_1;0;;0;0;185079857#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;185079859#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.43;0;116;185171124#1;0;0;2.43;116;1.17;12.24;1419.81;13.69;693.57;11.69;117.00
0.00;3600.00;measure_1;0;1.37;0;113;185171125#1;0;0;1.37;113;0.67;7.59;857.82;23.57;118.86;7.38;0.00
0.00;3600.00;measure_1;0;1.43;1;113;185171125#2;0;0;1.43;114;0.69;6.83;778.06;22.94;125.82;6.60;0.00
0.00;3600.00;measure_1;0;1.40;1;83;185171126#0;0;0;1.40;84;0.63;2.51;210.98;18.58;32.21;2.25;0.00
0.00;3600.00;measure_1;0;1.21;0;84;185171126#1;0;0;1.21;83;0.58;6.87;576.17;19.94;55.89;6.61;0.00
0.00;3600.00;measure_1;0;3.49;0;83;185171126#4;0;0;3.49;83;0.58;0.38;31.29;19.87;3.18;0.13;0.00
0.00;3600.00;measure_1;0;0.02;0;1;185171127;0;0;0.02;1;0.01;10.01;10.01;11.99;1.22;9.35;0.00
0.00;3600.00;measure_1;102;3.38;0;102;185171128;0;0;3.38;0;1.38;2.67;255.57;9.75;73.74;2.21;0.00
0.00;3600.00;measure_1;0;;0;0;185171129#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;185171129#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;7.08;0;102;185171130#1;0;0;7.08;102;2.32;2.77;282.86;5.81;161.11;2.14;0.00
0.00;3600.00;measure_1;0;0.04;0;2;185171133;0;0;0.04;2;0.02;44.04;88.08;12.47;6.22;43.44;0.00
0.00;3600.00;measure_1;0;0.08;0;3;185171134#5;0;0;0.08;3;0.04;28.69;86.08;11.29;10.42;27.92;0.00
0.00;3600.00;measure_1;1;0.05;1;1;185171135#1;0;0;0.05;1;0.03;13.07;25.67;10.63;6.68;12.42;0.00
0.00;3600.00;measure_1;0;;0;0;185171135#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;9.43;0;116;185171136;0;0;9.43;116;4.50;16.62;1927.66;3.72;1578.92;15.59;634.00
0.00;3600.00;measure_1;1;2.16;0;13;185171137#2;0;0;2.16;11;0.96;7.31;92.41;2.31;75.32;6.13;39.00
0.00;3600.00;measure_1;0;8.48;0;177;185171140;7;7;4.24;177;1.34;1.50;266.04;9.11;131.61;0.97;19.00
0.00;3600.00;measure_1;0;2.59;1;170;186645120#1;0;0;2.59;171;1.15;2.09;357.65;20.72;88.18;1.87;0.00
0.00;3600.00;measure_1;0;;0;0;189643612;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;189643613;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19259439;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19259449#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.96;1;0;19259449#1;0;0;2.96;1;0.06;2.21;2.13;2.35;0.87;;0.00
0.00;3600.00;measure_1;15;0.37;0;15;19259627;0;0;0.37;0;0.17;7.42;109.40;11.90;9.77;7.00;0.00
0.00;3600.00;measure_1;0;0.08;1;1;193497887#0;0;0;0.08;2;0.04;39.27;77.85;7.34;8.16;38.59;0.00
0.00;3600.00;measure_1;0;0.16;0;4;193497887#1;0;0;0.16;4;0.07;8.41;33.64;7.50;3.94;7.72;0.00
0.00;3600.00;measure_1;0;0.15;0;1;193497888#0;0;0;0.15;1;0.02;0.82;0.82;7.90;0.00;0.19;0.00
0.00;3600.00;measure_1;0;10.05;0;361;194817305;27;27;5.03;361;1.76;1.19;428.47;14.18;88.90;0.81;0.00
0.00;3600.00;measure_1;0;;0;0;194817309#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.17;0;7;194817317#3;0;0;0.17;7;0.08;26.50;185.47;11.91;15.93;25.71;0.00
0.00;3600.00;measure_1;0;;0;0;194817317#4;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;194817317#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;194817317#6;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19530303#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.59;1;87;19532368;0;0;2.59;88;1.22;10.58;930.95;9.92;240.10;9.87;8.00
0.00;3600.00;measure_1;0;0.35;0;11;19588990#0;0;0;0.35;11;0.16;8.38;92.19;9.26;25.40;7.72;0.00
0.00;3600.00;measure_1;0;0.45;1;12;19588990#2;0;0;0.45;13;0.19;4.45;57.27;9.12;11.01;3.71;0.00
0.00;3600.00;measure_1;0;0.15;0;5;19588990#3;0;0;0.15;5;0.07;10.95;54.77;9.80;11.27;10.12;1.00
0.00;3600.00;measure_1;0;0.15;0;5;19588990#5;0;0;0.15;5;0.07;9.45;47.27;10.00;8.93;8.74;0.00
0.00;3600.00;measure_1;0;0.13;0;5;19588990#6;0;0;0.13;5;0.06;18.62;93.12;10.99;9.55;17.95;0.00
0.00;3600.00;measure_1;0;;0;0;19781211#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19781211#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;1;0;19781216#0;0;0;0.04;1;0.02;13.03;12.37;7.66;4.52;11.30;0.00
0.00;3600.00;measure_1;0;0.04;1;0;19781230#0;0;0;0.04;1;0.02;12.48;11.78;7.33;4.37;11.79;0.00
0.00;3600.00;measure_1;0;;0;0;19781230#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;0;2;19781247#0;0;0;0.07;2;0.03;5.17;10.35;9.06;2.86;4.22;0.00
0.00;3600.00;measure_1;0;0.04;0;1;19781247#1;0;0;0.04;1;0.02;3.94;3.94;8.82;0.91;3.28;0.00
0.00;3600.00;measure_1;0;0.73;0;32;19781379#0;0;0;0.73;32;0.36;17.18;549.77;12.40;43.10;16.49;0.00
0.00;3600.00;measure_1;0;;0;0;19781379#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;1.00;0;32;19784977#0;0;0;1.00;32;0.44;4.47;143.11;9.97;39.86;4.08;0.00
0.00;3600.00;measure_1;0;0.81;0;32;19784977#1;0;0;0.81;32;0.34;2.30;73.56;13.21;3.22;1.92;0.00
0.00;3600.00;measure_1;0;;0;0;19785524;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;2.17;0;58;19785545;0;0;2.17;54;1.03;15.34;866.49;7.55;125.85;14.46;0.00
0.00;3600.00;measure_1;0;0.58;0;34;19785611#0;0;0;0.58;34;0.23;1.22;41.56;20.37;1.53;0.98;0.00
0.00;3600.00;measure_1;0;0.50;0;34;19785611#1;0;0;0.50;34;0.23;3.43;116.62;20.38;4.23;3.18;0.00
0.00;3600.00;measure_1;0;0.55;0;34;19785611#3;0;0;0.55;34;0.24;1.96;66.79;19.82;3.20;1.70;0.00
0.00;3600.00;measure_1;0;0.61;0;35;19785611#4;0;0;0.61;35;0.25;1.45;50.76;19.41;4.25;1.20;0.00
0.00;3600.00;measure_1;0;0.96;0;35;19785611#5;0;0;0.96;35;0.43;5.14;180.01;11.11;63.77;4.41;0.00
0.00;3600.00;measure_1;0;0.12;1;2;19869689#0;0;0;0.12;3;0.05;5.41;15.56;7.45;5.92;4.64;0.00
0.00;3600.00;measure_1;0;0.08;0;2;19869689#2;0;0;0.08;2;0.03;6.86;13.72;7.82;3.36;4.92;0.00
0.00;3600.00;measure_1;0;;0;0;19869695;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19869702#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;19869702#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;1;0.06;0;3;19973187#0;0;0;0.06;2;0.03;6.01;18.02;14.15;0.72;5.65;0.00
0.00;3600.00;measure_1;0;0.08;0;3;19973187#1;0;0;0.08;3;0.04;9.25;27.75;11.03;5.37;8.60;0.00
0.00;3600.00;measure_1;0;;0;0;19973240;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.79;0;99;200904067;0;0;2.79;99;1.19;3.24;321.22;11.40;188.25;2.90;0.00
0.00;3600.00;measure_1;0;16.89;1;581;200904070;65;65;8.44;582;3.96;9.53;5547.06;10.10;3435.70;8.90;10.00
0.00;3600.00;measure_1;0;47.84;1;166;201105323#3;0;0;47.84;165;22.99;42.18;7020.56;1.09;6456.05;40.96;5597.00
0.00;3600.00;measure_1;0;0.07;1;2;201105325#1;0;0;0.07;3;0.03;23.57;70.28;12.10;9.73;22.89;0.00
0.00;3600.00;measure_1;0;21.27;1;564;201105327#2;0;0;21.27;554;10.48;34.48;19295.23;7.45;8534.88;33.90;2934.00
0.00;3600.00;measure_1;0;;0;0;20136240#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;1;0;20136240#1;0;0;0.07;1;0.03;6.58;5.23;3.76;2.37;4.45;0.00
0.00;3600.00;measure_1;0;;0;0;20136285#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136285#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136309#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136326;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136358;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136384;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20136553;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;3.60;0;124;20139151#0;0;0;3.60;124;1.56;3.64;451.17;10.96;84.32;3.14;0.00
0.00;3600.00;measure_1;1;2.88;0;119;20139151#1;0;0;2.88;116;1.43;93.59;11040.70;11.42;1785.69;93.15;0.00
0.00;3600.00;measure_1;0;2.83;0;116;20139151#4;0;0;2.83;114;1.41;91.34;10507.45;11.33;1774.87;90.90;0.00
0.00;3600.00;measure_1;0;1.30;0;52;20142892#0;0;0;1.30;50;0.62;11.59;598.36;11.43;70.36;11.01;0.00
0.00;3600.00;measure_1;0;0.69;0;30;20142892#2;0;0;0.69;30;0.33;10.82;324.71;12.63;16.67;10.42;0.00
0.00;3600.00;measure_1;0;1.11;0;42;20142892#4;0;0;1.11;42;0.50;4.27;179.10;11.66;21.83;3.87;0.00
0.00;3600.00;measure_1;0;1.02;0;41;20142892#5;0;0;1.02;40;0.45;3.28;132.19;12.49;7.77;2.88;0.00
0.00;3600.00;measure_1;0;4.72;2;113;20142997#0;0;0;4.72;115;2.26;16.08;1847.85;7.08;355.50;15.34;0.00
0.00;3600.00;measure_1;0;5.98;1;113;20142997#10;0;0;5.98;114;2.79;11.47;1306.19;5.72;467.97;10.69;15.00
0.00;3600.00;measure_1;0;4.59;0;112;20142997#2;0;0;4.59;112;2.26;43.02;4818.59;6.89;1042.46;42.30;7.00
0.00;3600.00;measure_1;0;6.10;0;112;20142997#8;0;0;6.10;112;2.54;4.80;537.62;6.15;161.78;3.98;0.00
0.00;3600.00;measure_1;0;5.35;0;56;20143421;0;0;5.35;54;2.14;6.13;335.00;3.65;227.93;4.99;52.00
0.00;3600.00;measure_1;0;;0;0;20305997#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;1;0;20305997#2;0;0;0.02;1;0.01;34.53;34.12;12.53;5.18;32.88;0.00
0.00;3600.00;measure_1;0;;0;0;20306449;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;0;2;20340937#1;0;0;0.08;2;0.04;7.21;14.42;7.77;2.26;6.52;0.00
0.00;3600.00;measure_1;1;0.07;0;2;20340937#2;0;0;0.07;1;0.03;6.96;13.62;8.28;1.38;6.37;0.00
0.00;3600.00;measure_1;0;;0;0;20341272;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;2.18;0;38;20444212#0;0;0;2.18;38;0.58;1.23;46.67;8.92;16.38;0.71;0.00
0.00;3600.00;measure_1;0;0.93;0;38;20444212#1;0;0;0.93;38;0.42;5.39;204.88;12.33;18.96;4.94;0.00
0.00;3600.00;measure_1;0;0.09;0;4;20444335#0;0;0;0.09;4;0.05;15.59;62.38;12.24;7.77;15.21;0.00
0.00;3600.00;measure_1;4;0.12;1;4;20444335#1;0;0;0.12;1;0.06;7.81;38.34;11.74;5.23;7.43;0.00
0.00;3600.00;measure_1;0;0.10;1;1;20444335#2;0;0;0.10;2;0.04;3.95;7.08;6.21;2.97;3.23;0.00
0.00;3600.00;measure_1;0;1.52;0;34;20444335#3;0;0;1.52;34;0.57;2.54;86.42;8.17;34.95;2.05;0.00
0.00;3600.00;measure_1;0;0.82;0;34;20444335#4;0;0;0.82;34;0.37;4.19;142.60;12.76;9.99;3.80;0.00
0.00;3600.00;measure_1;0;1.44;2;34;20444335#5;0;0;1.44;36;0.65;6.81;243.79;7.63;87.15;5.89;0.00
0.00;3600.00;measure_1;1;0.09;0;4;20444335#6;0;0;0.09;3;0.04;7.61;30.45;12.37;4.49;7.25;0.00
0.00;3600.00;measure_1;0;0.14;1;3;20444367#0;0;0;0.14;4;0.06;4.91;19.04;8.51;6.05;4.46;0.00
0.00;3600.00;measure_1;0;0.12;0;4;20444367#1;0;0;0.12;4;0.05;5.45;21.79;10.15;2.26;4.60;0.00
0.00;3600.00;measure_1;0;0.03;1;0;20444434;0;0;0.03;1;0.01;14.89;14.41;10.69;3.57;14.52;0.00
0.00;3600.00;measure_1;0;;0;0;20444446;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20444458;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.57;0;9;20444477;0;0;0.57;9;0.25;9.11;82.01;4.95;43.76;7.43;0.00
0.00;3600.00;measure_1;0;;0;0;20444485;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;34;1.05;0;34;20444513#0;0;0;1.05;0;0.47;7.62;256.36;9.53;78.37;7.22;0.00
0.00;3600.00;measure_1;0;0.03;1;0;20444513#1;0;0;0.03;1;0.02;13.35;12.73;8.20;5.11;11.87;0.00
0.00;3600.00;measure_1;0;;0;0;20444527;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.02;1;0;20444872;0;0;0.02;1;0.01;29.11;28.70;12.34;5.71;27.51;0.00
0.00;3600.00;measure_1;0;0.03;0;1;20445017;0;0;0.03;1;0.01;11.13;11.13;9.76;1.75;9.47;0.00
0.00;3600.00;measure_1;0;0.10;0;3;20445043;0;0;0.10;3;0.05;8.61;25.84;8.61;7.40;6.82;0.00
0.00;3600.00;measure_1;1;0.22;1;6;20445115#0;0;0;0.22;6;0.09;2.37;16.14;10.74;2.56;1.93;0.00
0.00;3600.00;measure_1;0;;0;0;20445126;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;0;1;20445143;0;0;0.03;1;0.01;6.78;6.78;10.76;1.42;6.11;0.00
0.00;3600.00;measure_1;1;0.04;0;2;204455399#0;0;0;0.04;1;0.02;29.34;58.66;12.63;8.88;28.76;0.00
0.00;3600.00;measure_1;0;;0;0;205847101;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20662794#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;206896937#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;206896937#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.05;1;0;206896937#5;0;0;0.05;1;0.02;4.51;3.49;5.03;2.29;4.00;0.00
0.00;3600.00;measure_1;0;0.07;0;3;206896937#7;0;0;0.07;3;0.03;40.35;121.06;12.73;7.82;39.96;0.00
0.00;3600.00;measure_1;0;0.02;0;1;206896937#8;0;0;0.02;1;0.01;1.61;1.61;14.35;0.03;1.27;0.00
0.00;3600.00;measure_1;0;0.50;1;21;206896937#9;0;0;0.50;22;0.25;34.70;762.92;12.43;76.64;34.30;0.00
0.00;3600.00;measure_1;0;0.51;0;14;20886419#0;0;0;0.51;14;0.23;6.72;94.14;8.42;33.50;6.07;0.00
0.00;3600.00;measure_1;0;0.46;1;13;20886419#1;0;0;0.46;14;0.21;6.48;90.22;9.22;20.63;5.71;0.00
0.00;3600.00;measure_1;0;0.06;1;0;20886419#2;0;0;0.06;1;0.03;5.34;4.28;4.80;2.56;4.87;0.00
0.00;3600.00;measure_1;0;0.03;0;1;20886419#3;0;0;0.03;1;0.02;6.26;6.26;8.96;0.90;5.30;0.00
0.00;3600.00;measure_1;0;;0;0;20886430;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;0;2;20886439#0;0;0;0.07;2;0.03;6.57;13.14;8.95;3.19;5.84;0.00
0.00;3600.00;measure_1;0;;0;0;20886439#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886444;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;12;0.32;0;13;20886450;0;0;0.32;0;0.15;6.22;74.94;11.25;10.42;5.82;0.00
0.00;3600.00;measure_1;0;;0;0;20886457;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886465;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;2;0.05;0;2;20886477#0;0;0;0.05;0;0.02;6.01;11.23;10.64;2.93;5.56;0.00
0.00;3600.00;measure_1;0;;0;0;20886477#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886477#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.07;0;2;20886480;0;0;0.07;2;0.03;6.43;12.85;8.29;3.82;5.54;0.00
0.00;3600.00;measure_1;0;0.33;1;1;20886483#0;0;0;0.33;2;0.07;1.96;3.24;3.92;1.39;0.61;0.00
0.00;3600.00;measure_1;0;0.43;1;0;20886483#1;0;0;0.43;1;0.05;2.57;2.03;2.46;1.33;;0.00
0.00;3600.00;measure_1;0;0.04;0;1;20886493#0;0;0;0.04;1;0.02;5.31;5.31;8.37;2.03;4.71;0.00
0.00;3600.00;measure_1;0;0.03;0;1;20886493#1;0;0;0.03;1;0.02;5.21;5.21;9.03;1.74;4.40;0.00
0.00;3600.00;measure_1;0;0.04;0;1;20886493#2;0;0;0.04;1;0.02;4.02;4.02;7.71;1.73;3.30;0.00
0.00;3600.00;measure_1;0;0.03;0;1;20886493#4;0;0;0.03;1;0.01;6.08;6.08;9.88;1.16;5.30;0.00
0.00;3600.00;measure_1;0;;0;0;20886493#5;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;0;1;20886499;0;0;0.04;1;0.02;8.14;8.14;7.94;2.66;6.73;0.00
0.00;3600.00;measure_1;0;;0;0;20886507;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886516;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886520;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.80;0;15;20886527#0;0;0;0.80;15;0.34;5.07;76.11;6.20;32.01;4.25;0.00
0.00;3600.00;measure_1;0;;0;0;20886527#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886527#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886533;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;4;0.25;2;4;20886543;0;0;0.25;2;0.11;5.06;28.80;7.43;11.36;4.09;0.00
0.00;3600.00;measure_1;0;0.64;0;15;20886554;0;0;0.64;15;0.28;6.01;90.16;7.30;30.70;5.19;0.00
0.00;3600.00;measure_1;0;;0;0;20886563;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.60;0;14;20886589;0;0;0.60;14;0.27;12.25;171.51;6.93;72.20;10.67;0.00
0.00;3600.00;measure_1;0;;0;0;20886602;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886608;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886615;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;1;0;20886642#0;0;0;0.08;1;0.03;3.66;2.25;3.62;1.46;2.97;0.00
0.00;3600.00;measure_1;0;0.09;1;0;20886642#1;0;0;0.09;1;0.04;6.83;5.26;3.24;2.88;5.00;0.00
0.00;3600.00;measure_1;0;0.08;1;0;20886648#0;0;0;0.08;1;0.03;3.36;1.85;3.36;1.06;2.69;0.00
0.00;3600.00;measure_1;0;;0;0;20886648#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886664#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886664#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;0;1;20886677#0;0;0;0.12;1;0.03;1.96;1.96;4.88;0.85;1.10;0.00
0.00;3600.00;measure_1;0;0.11;1;0;20886677#1;0;0;0.11;1;0.03;3.66;1.86;2.68;1.00;;0.00
0.00;3600.00;measure_1;0;;0;0;20886687#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;2;0.10;0;2;20886687#1;0;0;0.10;0;0.03;1.51;2.61;7.90;1.08;0.90;0.00
0.00;3600.00;measure_1;0;0.21;0;1;20886697#0;0;0;0.21;1;0.02;1.19;1.19;5.50;0.35;0.36;0.00
0.00;3600.00;measure_1;0;;0;0;20886697#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.12;0;1;20886706#0;0;0;0.12;1;0.03;2.31;2.31;4.51;0.66;1.39;0.00
0.00;3600.00;measure_1;0;;0;0;20886706#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886715#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20886715#1;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.08;1;1;20887265#2;0;0;0.08;2;0.04;11.64;22.60;7.57;5.05;10.83;0.00
0.00;3600.00;measure_1;0;;0;0;20887282#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.03;1;0;20887284#0;0;0;0.03;1;0.02;16.73;16.12;8.35;3.88;16.00;0.00
0.00;3600.00;measure_1;0;;0;0;20894397#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;20894397#2;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;;0;0;21000944#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.11;0;4;21000944#1;0;0;0.11;4;0.05;9.73;38.93;11.05;6.82;9.34;0.00
0.00;3600.00;measure_1;0;0.17;0;6;21001048#1;0;0;0.17;6;0.08;9.21;55.20;10.48;10.65;8.50;0.00
0.00;3600.00;measure_1;0;0.23;0;10;21001260#1;0;0;0.23;10;0.11;26.68;266.77;12.09;27.64;25.93;0.00
0.00;3600.00;measure_1;17;0.72;0;66;21002703#2;0;0;0.72;43;0.36;21.53;1333.33;24.07;158.32;21.32;0.00
0.00;3600.00;measure_1;0;0.54;0;42;21002703#5;0;0;0.54;42;0.25;2.62;109.89;23.45;13.28;2.40;0.00
0.00;3600.00;measure_1;0;0.52;0;42;21002703#6;0;0;0.52;42;0.25;7.22;303.07;23.28;38.48;7.00;0.00
0.00;3600.00;measure_1;0;0.51;0;42;21002939#1;0;0;0.51;42;0.26;49.34;2072.17;22.81;292.30;48.99;0.00
0.00;3600.00;measure_1;0;2.01;0;48;21130691#0;0;0;2.01;48;0.78;2.79;134.02;8.41;67.75;2.33;0.00
0.00;3600.00;measure_1;0;0.75;0;48;21130691#1;0;0;0.75;48;0.36;8.21;394.06;18.39;70.31;7.97;0.00
0.00;3600.00;measure_1;0;;0;0;21137912#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.06;2;0;21137912#1;0;0;0.06;2;0.03;13.57;26.04;9.32;9.39;12.90;0.00
0.00;3600.00;measure_1;0;3.49;0;119;21137913#0;0;0;3.49;119;1.56;5.59;665.41;10.37;147.69;5.18;0.00
0.00;3600.00;measure_1;0;3.61;1;119;21137913#1;0;0;3.61;120;1.67;7.28;872.91;9.91;201.71;6.59;2.00
0.00;3600.00;measure_1;0;1.89;1;68;21137913#3;0;0;1.89;69;0.92;21.10;1455.50;10.36;290.31;20.33;0.00
0.00;3600.00;measure_1;0;;0;0;21137914#0;0;0;;0;;;0.00;;;;
0.00;3600.00;measure_1;0;0.04;1;0;21137914#1;0;0;0.04;1;0.02;10.60;9.85;6.80;2.78;9.79;0.00
